,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
21211,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
424,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Entertainment,White alone,Male,low
18256,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
6155,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,Black or African American alone,Female,low
20331,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,Education,White alone,Male,high
6582,60-69,6,Widowed,20-39,2,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
7327,30-39,3,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
9400,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
20656,40-49,4,Married,40-49,3,Doctorate Degree,10,private,Management/Business,White alone,Female,low
22231,50-59,5,Married,20-39,2,High School or GED Diploma,5,governmental,Service/Hospitality,Black or African American alone,Female,low
5473,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
10359,50-59,5,Never married,Less than 20,1,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
9981,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Female,low
4705,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
18355,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
175,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
18037,40-49,4,Married,More than 50,4,Associate Degree,7,governmental,Protective Services,White alone,Male,high
16006,40-49,4,Married,40-49,3,Associate Degree,7,self employed,Service/Hospitality,White alone,Male,low
7647,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
4142,50-59,5,Married,More than 50,4,Doctorate Degree,10,governmental,Education,White alone,Female,high
17679,60-69,6,Married,40-49,3,Bachelor Degree,8,no paid work,Sales,White alone,Male,low
3863,Younger than 25,1,Married,More than 50,4,"Started College, No Diploma",6,governmental,Transport,White alone,Female,low
14452,25-29,2,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,low
628,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
2849,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Male,high
20652,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
18837,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
7855,60-69,6,Married,Less than 20,1,Doctorate Degree,10,governmental,Education,White alone,Male,high
4308,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
16867,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
3544,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,White alone,Female,low
21753,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
1013,40-49,4,Never married,20-39,2,"Started College, No Diploma",6,governmental,Service/Hospitality,Black or African American alone,Female,low
18599,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Male,high
20240,25-29,2,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Male,high
19029,25-29,2,Never married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,high
16916,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Male,low
3437,60-69,6,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
6050,40-49,4,Separated,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Female,low
16103,30-39,3,Never married,40-49,3,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
10960,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,Other,Male,low
9470,40-49,4,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,high
13771,Older than 70,7,Married,20-39,2,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Male,high
16423,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Male,low
18463,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
20610,60-69,6,Widowed,20-39,2,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
11287,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
8849,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Male,low
5309,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
5789,Younger than 25,1,Never married,More than 50,4,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
7569,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
11877,40-49,4,Separated,20-39,2,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
7232,Older than 70,7,Separated,20-39,2,High School or GED Diploma,5,private,Counseling/Mental Health Services,White alone,Female,low
14895,40-49,4,Married,20-39,2,Associate Degree,7,self employed,Service/Hospitality,Other,Female,low
19501,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Management/Business,White alone,Female,low
11192,30-39,3,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
197,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Management/Business,White alone,Male,low
18563,40-49,4,Widowed,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
21102,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
9564,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,high
5338,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Other,Male,low
19239,50-59,5,Married,Less than 20,1,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
19634,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
20969,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
6680,50-59,5,Widowed,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Female,low
623,50-59,5,Widowed,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
10260,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,high
17773,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Male,low
15265,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
20621,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
3866,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Other,Female,low
19118,30-39,3,Never married,20-39,2,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
7945,25-29,2,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
16125,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
19734,25-29,2,Never married,20-39,2,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
4007,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
5376,25-29,2,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
14493,60-69,6,Separated,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
13105,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
18380,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Male,high
4052,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
3404,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
17641,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
16065,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
8284,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Protective Services,White alone,Male,high
6088,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
6905,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,high
1144,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Finance/Accounting,White alone,Male,high
5249,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,low
11455,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
5202,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
14996,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,Black or African American alone,Male,low
15853,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Male,low
9801,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
12175,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,low
11534,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
19358,60-69,6,Married,Less than 20,1,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Male,low
7802,Younger than 25,1,Married,20-39,2,Bachelor Degree,8,private,Entertainment,White alone,Female,high
19539,40-49,4,Widowed,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
7937,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Male,high
9539,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Male,low
20175,40-49,4,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
14194,50-59,5,Married,20-39,2,"Started College, No Diploma",6,governmental,Education,White alone,Female,low
2069,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
5861,30-39,3,Married,40-49,3,Doctorate Degree,10,private,"Science, Engineering, Technology",Other,Male,low
11218,40-49,4,Never married,40-49,3,No Elementary School,1,private,Transport,White alone,Male,low
8822,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Male,high
20780,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
3705,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
16288,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
9100,60-69,6,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Office/Administrative Support,White alone,Female,low
17593,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
3657,50-59,5,Married,Less than 20,1,"Started College, No Diploma",6,self employed,Sales,White alone,Male,low
20282,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
5839,50-59,5,Married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Male,low
18033,40-49,4,Married,More than 50,4,Associate Degree,7,private,Sales,White alone,Male,high
8196,Younger than 25,1,Married,40-49,3,Associate Degree,7,private,Education,White alone,Female,low
4056,50-59,5,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
1283,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
2033,25-29,2,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Female,low
9718,40-49,4,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,low
3405,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Sales,White alone,Male,high
6689,Younger than 25,1,Married,40-49,3,Middle School,3,private,Service/Hospitality,Other,Male,low
17568,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
15002,25-29,2,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
12817,50-59,5,Never married,20-39,2,"Started College, No Diploma",6,governmental,Education,Black or African American alone,Female,low
19129,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
8434,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,high
20991,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
11643,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
3051,40-49,4,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
3870,60-69,6,Married,40-49,3,No Elementary School,1,private,"Science, Engineering, Technology",Black or African American alone,Female,low
17724,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
8788,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Transport,White alone,Male,low
14119,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
2754,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
8913,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
4702,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Male,high
12381,50-59,5,Separated,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
3678,40-49,4,Married,More than 50,4,Associate Degree,7,self employed,"Farming, Fishing, Forestry",White alone,Male,high
18863,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,low
16526,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
4536,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
10093,30-39,3,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,high
1682,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
11764,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
17001,40-49,4,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,White alone,Female,low
4881,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Protective Services,White alone,Male,low
16080,60-69,6,Widowed,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",White alone,Female,high
12620,30-39,3,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,White alone,Male,high
12048,40-49,4,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
580,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
3277,25-29,2,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
15074,60-69,6,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
10759,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
7623,50-59,5,Married,20-39,2,Bachelor Degree,8,self employed,Finance/Accounting,White alone,Male,high
11842,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Male,high
1920,50-59,5,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",Other,Male,high
22239,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
11718,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
20894,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Office/Administrative Support,Black or African American alone,Male,low
395,30-39,3,Separated,40-49,3,Middle School,3,private,Service/Hospitality,White alone,Male,low
10659,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
10223,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,low
622,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Education,White alone,Female,low
11069,50-59,5,Separated,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,low
5663,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
10113,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
3253,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Military Services,White alone,Male,high
20161,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
6097,50-59,5,Never married,More than 50,4,"Started High School, No Diploma",4,private,"Farming, Fishing, Forestry",White alone,Male,low
7603,30-39,3,Separated,40-49,3,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,low
9626,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
15757,30-39,3,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,low
3556,30-39,3,Married,40-49,3,"Started High School, No Diploma",4,private,Repair/Maintenance,White alone,Female,low
8418,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
13858,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
18044,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
17596,40-49,4,Never married,40-49,3,Middle School,3,private,Service/Hospitality,Black or African American alone,Male,low
13393,40-49,4,Separated,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
5199,40-49,4,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Service/Hospitality,Black or African American alone,Female,low
18941,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
8678,60-69,6,Never married,More than 50,4,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
12144,60-69,6,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Male,high
7066,Older than 70,7,Widowed,Less than 20,1,Bachelor Degree,8,governmental,Counseling/Mental Health Services,Black or African American alone,Female,high
14145,25-29,2,Never married,Less than 20,1,Bachelor Degree,8,governmental,Military Services,White alone,Male,low
12263,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
15294,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Male,low
18500,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
12150,30-39,3,Widowed,20-39,2,Associate Degree,7,private,Production/Assembly,Black or African American alone,Male,low
8553,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
17264,Younger than 25,1,Never married,More than 50,4,Associate Degree,7,private,Production/Assembly,White alone,Male,low
5771,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
5042,50-59,5,Separated,40-49,3,Doctorate Degree,10,private,Office/Administrative Support,Black or African American alone,Male,low
4581,40-49,4,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
5582,60-69,6,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,high
13776,50-59,5,Separated,20-39,2,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,low
6996,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
17803,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,high
1719,30-39,3,Never married,20-39,2,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
9202,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
1646,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
14392,Older than 70,7,Married,20-39,2,No Elementary School,1,private,Construction/Extraction,White alone,Male,high
13460,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
3502,60-69,6,Married,20-39,2,High School or GED Diploma,5,governmental,Transport,Black or African American alone,Female,low
3553,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
903,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
15630,60-69,6,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
16370,40-49,4,Never married,20-39,2,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
19470,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
10241,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
20853,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
15943,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Repair/Maintenance,Black or African American alone,Male,low
20385,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,"Farming, Fishing, Forestry",Other,Female,high
9056,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
5158,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
15996,60-69,6,Never married,40-49,3,Bachelor Degree,8,private,Entertainment,White alone,Female,low
7242,25-29,2,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
12428,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,high
3067,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
21807,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,high
22087,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,Black or African American alone,Male,low
11897,40-49,4,Married,More than 50,4,High School or GED Diploma,5,governmental,Protective Services,White alone,Male,high
11350,Older than 70,7,Married,20-39,2,Middle School,3,private,Transport,White alone,Male,low
8915,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Male,low
13864,30-39,3,Never married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
2293,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,Black or African American alone,Male,low
9423,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,"Science, Engineering, Technology",Black or African American alone,Male,high
22064,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
13454,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Female,low
5622,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
6228,40-49,4,Separated,More than 50,4,High School or GED Diploma,5,private,Repair/Maintenance,Black or African American alone,Male,high
19579,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Protective Services,White alone,Male,high
14521,Older than 70,7,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
10089,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Education,White alone,Male,low
3489,50-59,5,Separated,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
440,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
22107,25-29,2,Never married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Male,low
13626,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
3610,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
17171,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,governmental,Production/Assembly,White alone,Male,low
16948,50-59,5,Married,20-39,2,Doctorate Degree,10,governmental,Management/Business,White alone,Male,high
16104,40-49,4,Married,20-39,2,Doctorate Degree,10,private,Counseling/Mental Health Services,White alone,Female,low
456,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,"Science, Engineering, Technology",Black or African American alone,Female,low
8918,30-39,3,Separated,20-39,2,High School or GED Diploma,5,no paid work,Service/Hospitality,White alone,Male,low
15842,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
21198,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
10057,30-39,3,Widowed,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
2894,40-49,4,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,Black or African American alone,Female,high
7703,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
1677,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Education,Black or African American alone,Female,low
19793,30-39,3,Married,40-49,3,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Male,low
998,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Protective Services,White alone,Male,low
7912,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Male,low
10235,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Female,high
19063,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
13574,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",Other,Female,low
8183,Older than 70,7,Separated,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
7902,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Female,high
18080,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
15722,50-59,5,Never married,More than 50,4,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,high
20735,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
3604,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Male,low
13462,60-69,6,Separated,More than 50,4,Middle School,3,self employed,Repair/Maintenance,Black or African American alone,Male,low
3481,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
12429,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
9861,50-59,5,Married,20-39,2,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
